Time,Source_IP,Protocol,Status,Confidence,Method
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:03,127.0.0.1,tcp,normal,0.60,ml
10:50:03,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:04,127.0.0.1,tcp,normal,0.61,ml
10:50:04,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:05,127.0.0.1,tcp,normal,0.61,ml
10:50:05,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:06,127.0.0.1,tcp,normal,0.61,ml
10:50:06,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.60,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.59,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.62,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.62,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:07,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.60,ml
10:50:08,127.0.0.1,tcp,normal,0.59,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.62,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.62,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.60,ml
10:50:08,127.0.0.1,tcp,normal,0.59,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.62,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.62,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.60,ml
10:50:08,127.0.0.1,tcp,normal,0.59,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.62,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.62,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.60,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.59,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:08,127.0.0.1,tcp,normal,0.62,ml
10:50:08,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.62,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.60,ml
10:50:09,127.0.0.1,tcp,normal,0.59,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.62,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.62,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.60,ml
10:50:09,127.0.0.1,tcp,normal,0.59,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.62,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.62,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.60,ml
10:50:09,127.0.0.1,tcp,normal,0.59,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.62,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.62,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.60,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:09,127.0.0.1,tcp,normal,0.59,ml
10:50:09,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.62,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.62,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.60,ml
10:50:10,127.0.0.1,tcp,normal,0.59,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.62,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.62,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.60,ml
10:50:10,127.0.0.1,tcp,normal,0.59,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.62,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.62,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.60,ml
10:50:10,127.0.0.1,tcp,normal,0.59,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.62,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.62,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:10,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.60,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.59,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.62,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.62,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.60,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.59,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.62,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.62,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
10:50:11,127.0.0.1,tcp,normal,0.61,ml
